Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Issuer Type
1001),736606HS6,ME Portland Water Di...,3.63,1.05MM,08/14/2025,11/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1002),736606HV9,ME Portland Water Di...,4.1,1.05MM,08/14/2025,11/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1003),736606JA3,ME Portland Water Di...,4.64,1.05MM,08/14/2025,11/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1004),27888WAJ8,ME Eco Maine,3.54,1.49MM,12/10/2025,10/15/2034,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
1005),27888WAP4,ME Eco Maine,3.96,1.91MM,12/10/2025,10/15/2039,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
1006),736606HX5,ME Portland Water Di...,4.35,1.05MM,08/14/2025,11/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1007),736606HZ0,ME Portland Water Di...,4.56,1.05MM,08/14/2025,11/01/2043,FED & ST TAX-FXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1008,736606HK3,ME Portland Water Di...,2.5,1.05MM,08/14/2025,11/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1009,736606HU1,ME Portland Water Di...,4,1.05MM,08/14/2025,11/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1010,27888WAG4,ME Eco Maine,3.41,2.40MM,12/10/2025,10/15/2032,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,-,-,-,SOLWST,,,,
1011,736606HJ6,ME Portland Water Di...,2.47,1.05MM,08/14/2025,11/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1012,27888WAF6,ME Eco Maine,3.32,2.28MM,12/10/2025,10/15/2031,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,-,-,-,SOLWST,,,,
1013,27888WAL3,ME Eco Maine,3.75,1.65MM,12/10/2025,10/15/2036,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,-,-,-,SOLWST,,,,
1014,27888WARO,ME Eco Maine,4.16,1.88MM,12/10/2025,10/15/2041,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,-,-,-,SOLWST,,,,
1015,27888WAQ2,ME Eco Maine,4.03,2.00MM,12/10/2025,10/15/2040,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,-,-,-,SOLWST,,,,
1016,736606HG2,ME Portland Water Di...,2.46,1.05MM,08/14/2025,11/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1017,27888WAM1,ME Eco Maine,3.83,1.73MM,12/10/2025,10/15/2037,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,-,-,-,SOLWST,,,,
1018,736606HN7,ME Portland Water Di...,2.98,1.05MM,08/14/2025,11/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1019,736606JB1,ME Portland Water Di...,4.7,1.05MM,08/14/2025,11/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1020,27888WAA7,ME Eco Maine,3.25,1.71MM,12/10/2025,10/15/2026,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,No,Yes,No,No,No,SOLWST,Biodiversity,Natural Reso...,Infrastructure,
1021,27888WAD1,ME Eco Maine,3.27,2.33MM,12/10/2025,10/15/2029,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,-,-,-,SOLWST,,,,
1022,27888WAK5,ME Eco Maine,3.64,1.57MM,12/10/2025,10/15/2035,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,-,-,-,SOLWST,,,,
1023,736606HHO,ME Portland Water Di...,2.46,1.05MM,08/14/2025,11/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1024,032879YR3,MI Anchor Bay Schoo...,3.48,495.00M,09/04/2025,05/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1025,57888DAB4,MI MBS International...,4.9,1.49MM,11/03/2025,06/01/2040,AMT/ST TAX-EXEMPT,NEW MONEY,Transporta...,No,No,No,No,No,No,ARPT,Renewable Energy,Energy...,Solar,
1026,57888DAA6,MI MBS International...,4.25,1.78MM,11/03/2025,06/01/2035,AMT/ST TAX-EXEMPT,NEW MONEY,Transporta...,No,No,No,No,No,No,ARPT,Renewable Energy,Energy...,Solar,
1027,032879YG7,MI Anchor Bay Schoo...,2.5,480.00M,09/04/2025,05/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1028,032879YU6,MI Anchor Bay Schoo...,4.11,575.00M,09/04/2025,05/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1029,57888DAC2,MI MBS International...,5.5,2.01MM,11/03/2025,06/01/2045,AMT/ST TAX-EXEMPT,NEW MONEY,Transporta...,No,No,No,No,No,No,ARPT,Renewable Energy,Energy...,Solar,
1030,032879YM4,MI Anchor Bay Schoo...,2.79,410.00M,09/04/2025,05/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1031,032879YJ1,MI Anchor Bay Schoo...,2.51,355.00M,09/04/2025,05/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1032,032879YL6,MI Anchor Bay Schoo...,2.62,390.00M,09/04/2025,05/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1033,032879YQ5,MI Anchor Bay Schoo...,3.31,475.00M,09/04/2025,05/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1034,032879YV4,MI Anchor Bay Schoo...,4.24,600.00M,09/04/2025,05/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1035,032879YH5,MI Anchor Bay Schoo...,2.5,335.00M,09/04/2025,05/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1036,032879YS1,MI Anchor Bay Schoo...,3.67,520.00M,09/04/2025,05/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,-,-,-,SCD,,,,
1037,032879YT9,MI Anchor Bay Schoo...,3.84,550.00M,09/04/2025,05/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1038,032879YZ5,MI Anchor Bay Schoo...,4.67,705.00M,09/04/2025,05/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1039,032879YN2,MI Anchor Bay Schoo...,3,430.00M,09/04/2025,05/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1040,032879YW2,MI Anchor Bay Schoo...,4.36,625.00M,09/04/2025,05/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1041,032879ZB7,MI Anchor Bay Schoo...,4.77,765.00M,09/04/2025,05/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1042,032879YK8,MI Anchor Bay Schoo...,2.53,370.00M,09/04/2025,05/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1043,032879ΥΡ7,MI Anchor Bay Schoo...,3.16,450.00M,09/04/2025,05/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1044,032879ΥΧΟ,MI Anchor Bay Schoo...,4.44,650.00M,09/04/2025,05/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1045,032879YY8,MI Anchor Bay Schoo...,4.57,675.00M,09/04/2025,05/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1046,032879ZA9,MI Anchor Bay Schoo...,4.72,735.00M,09/04/2025,05/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,,,,SCD,
1047,60389PAB5,MN Minnesota Agricul...,,-,8.68MM,05/14/2025,05/01/2055,AMT/ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,DEV,Circular Economy,Circular Value Recovery,
1048,793071XM8,MN City of St Paul M...,2.51,340.00M,08/19/2025,12/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1049,793071XP1,MN City of St Paul M...,2.53,375.00M,08/19/2025,12/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1050,793071XT3,MN City of St Paul M...,3.13,455.00M,08/19/2025,12/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1051,793071XU0,MN City of St Paul M...,3.29,480.00M,08/19/2025,12/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1052,793071XW6,MN City of St Paul M...,3.65,530.00M,08/19/2025,12/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1053,793071XX4,MN City of St Paul M...,3.8,555.00M,08/19/2025,12/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1054,793071XY2,MN City of St Paul M...,3.92,580.00M,08/19/2025,12/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1055,793071XZ9,MN City of St Paul M...,4.03,610.00M,08/19/2025,12/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1056,793071YE5,MN City of St Paul M...,4.65,760.00M,08/19/2025,12/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1057,793071YC9,MN City of St Paul M...,4.45,695.00M,08/19/2025,12/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1058,793071YB1,MN City of St Paul M...,4.35,670.00M,08/19/2025,12/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1059,793071YA3,MN City of St Paul M...,4.25,640.00M,08/19/2025,12/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1060,793071YF2,MN City of St Paul M...,4.7,795.00M,08/19/2025,12/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1061,793071YD7,MN City of St Paul M...,4.55,725.00M,08/19/2025,12/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1062,793071XS5,MN City of St Paul M...,3,435.00M,08/19/2025,12/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1063,793071XL0,MN City of St Paul M...,2.51,190.00M,08/19/2025,12/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1064,793071XR7,MN City of St Paul M...,2.8,415.00M,08/19/2025,12/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1065,793071XN6,MN City of St Paul M...,2.52,355.00M,08/19/2025,12/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1066,793071X09,MN City of St Paul M...,2.65,395.00M,08/19/2025,12/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control| Sustaina...,Waste Reduction| Infrastructur,,
1067,793071XV8,MN City of St Paul M...,3.46,500.00M,08/19/2025,12/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Pollution Control,Sustaina...,Waste Reduction,Infrastructur
1068,78764HBC7,MO St Charles County...,4.65,27.30MM,02/27/2025,04/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Housing,No,Yes,Yes,Yes,Yes,Yes,LMFH,Green Buildings,Affordabl...,,
1069,076280JA5,NH Town of Bedford...,2.57,290.00M,07/23/2025,07/15/2030,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1070,076280HZ2,NH Town of Bedford...,2.47,290.00M,07/23/2025,07/15/2029,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1071,076280JB3,NH Town of Bedford...,2.73,290.00M,07/23/2025,07/15/2031,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1072,076280HX7,NH Town of Bedford...,2.46,285.00M,07/23/2025,07/15/2027,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1073,076280HY5,NH Town of Bedford...,2.47,290.00M,07/23/2025,07/15/2028,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1074,076280JC1,NH Town of Bedford...,2.85,290.00M,07/23/2025,07/15/2032,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1075,076280HW9,NH Town of Bedford...,2.46,285.00M,07/23/2025,07/15/2026,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1076,076280JF4,NH Town of Bedford...,3.27,290.00M,07/23/2025,07/15/2035,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1077,076280JE7,NH Town of Bedford...,3.09,290.00M,07/23/2025,07/15/2034,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1078,076280JD9,NH Town of Bedford...,2.94,290.00M,07/23/2025,07/15/2033,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,GO,CITY Renewable Energy,Solar,,
1079,915710BS5,NJ Upper Deerfield T...,2.67,15.00M,03/12/2025,01/15/2026,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1080,915710BT3,NJ Upper Deerfield T...,2.68,120.00M,03/12/2025,01/15/2027,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1081,915710BUO,NJ Upper Deerfield T...,2.72,130.00M,03/12/2025,01/15/2028,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1082,915710BV8,NJ Upper Deerfield T...,2.82,60.00M,03/12/2025,01/15/2029,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1083,915710BW6,NJ Upper Deerfield T...,2.87,65.00M,03/12/2025,01/15/2030,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1084,915710BX4,NJ Upper Deerfield T...,2.95,70.00M,03/12/2025,01/15/2031,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1085,915710BY2,NJ Upper Deerfield T...,3,65.00M,03/12/2025,01/15/2032,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1086,915710BZ9,NJ Upper Deerfield T...,3.06,70.00M,03/12/2025,01/15/2033,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1087,915710CA3,NJ Upper Deerfield T...,3.14,80.00M,03/12/2025,01/15/2034,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1088,915710CB1,NJ Upper Deerfield T...,3.18,85.00M,03/12/2025,01/15/2035,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1089,915710CC9,NJ Upper Deerfield T...,3.26,95.00M,03/12/2025,01/15/2036,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1090,915710CD7,NJ Upper Deerfield T...,3.31,100.00M,03/12/2025,01/15/2037,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1091,915710CE5,NJ Upper Deerfield T...,3.38,110.00M,03/12/2025,01/15/2038,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1092,915710CF2,NJ Upper Deerfield T...,3.63,120.00M,03/12/2025,01/15/2039,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1093,915710CK1,NJ Upper Deerfield T...,4.07,155.00M,03/12/2025,01/15/2043,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1094,915710CL9,NJ Upper Deerfield T...,4.12,165.00M,03/12/2025,01/15/2044,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1095,915710CM7,NJ Upper Deerfield T...,4.2,180.00M,03/12/2025,01/15/2045,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,Energy Storage,,
1096,924726HF4,N1 Vernon Township...,2.5,275.00M,07/17/2025,07/15/2027,FED BO/ST TAX EYEMDT,NELI MONEY,Education,No,No,No,No,No,No,CCD,Energy Efficiency,,,
1096,924736HE4,NJ Vernon Township...,2.5,275.00M,07/17/2025,07/15/2027,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1097,924736HF1,NJ Vernon Township...,2.5,185.00M,07/17/2025,07/15/2028,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1098,924736HG9,NJ Vernon Township...,2.5,200.00M,07/17/2025,07/15/2029,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1099,924736HH7,NJ Vernon Township...,2.59,215.00M,07/17/2025,07/15/2030,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1100,924736HJ3,NJ Vernon Township...,2.69,175.00M,07/17/2025,07/15/2031,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1101,924736HP9,NJ Vernon Township...,3.6,260.00M,07/17/2025,07/15/2036,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1102,924736HX2,NJ Vernon Township...,4.35,355.00M,07/17/2025,07/15/2044,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1103,924736HYO,NJ Vernon Township...,4.4,380.00M,07/17/2025,07/15/2045,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1104,927405AL4,NJ Vineland Board of...,2.79,70.00M,07/08/2025,07/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1105,927405AM2,NJ Vineland Board of...,2.78,460.00M,07/08/2025,07/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1106,927405ANO,NJ Vineland Board of...,2.8,475.00M,07/08/2025,07/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1107,927405AR1,NJ Vineland Board of...,3.01,535.00M,07/08/2025,07/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1108,927405AT7,NJ Vineland Board of...,3.21,590.00M,07/08/2025,07/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1109,927405AU4,NJ Vineland Board of...,3.36,645.00M,07/08/2025,07/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1110,927405AV2,NJ Vineland Board of...,3.47,710.00M,07/08/2025,07/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1111,927405AWO,NJ Vineland Board of...,3.65,780.00M,07/08/2025,07/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1112,927405AX8,NJ Vineland Board of...,3.76,850.00M,07/08/2025,07/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1113,927405AY6,NJ Vineland Board of...,3.9,925.00M,07/08/2025,07/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1114,927405BA7,NJ Vineland Board of...,4.12,1.09MM,07/08/2025,07/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1115,927405BB5,NJ Vineland Board of...,4.23,1.18MM,07/08/2025,07/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1116,927405BC3,NJ Vineland Board of...,4.35,1.27MM,07/08/2025,07/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1117,927405BE9,NJ Vineland Board of...,4.62,1.48MM,07/08/2025,07/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,SCD,,,,
1118,956882RL0,NJ West Windsor-Plai...,2.46,435.00M,07/17/2025,07/15/2026,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1119,956882RN6,NJ West Windsor-Plai...,2.47,295.00M,07/17/2025,07/15/2028,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1120,956882RP1,NJ West Windsor-Plai...,2.49,320.00M,07/17/2025,07/15/2029,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1121,956882RQ9,NJ West Windsor-Plai...,2.57,350.00M,07/17/2025,07/15/2030,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1122,956882RR7,NJ West Windsor-Plai...,2.68,380.00M,07/17/2025,07/15/2031,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1123,956882RS5,NJ West Windsor-Plai...,2.78,410.00M,07/17/2025,07/15/2032,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1124,956882RT3,NJ West Windsor-Plai...,2.9,440.00M,07/17/2025,07/15/2033,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1125,956882RV8,NJ West Windsor-Plai...,3.2,500.00M,07/17/2025,07/15/2035,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,,
1126,956882SC9,NJ West Windsor-Plai...,4.16,160.00M,07/17/2025,07/15/2042,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,Energy Storage,
1127,956882SD7,NJ West Windsor-Plai...,4.27,175.00M,07/17/2025,07/15/2043,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,Energy Storage,
1128,956882SF2,NJ West Windsor-Plai...,4.38,195.00M,07/17/2025,07/15/2045,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,Energy Storage,
1129,915710CH8,NJ Upper Deerfield T...,3.86,140.00M,03/12/2025,01/15/2041,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,Energy Storage,
1130,956882RM8,NJ West Windsor-Plai...,2.47,780.00M,07/17/2025,07/15/2027,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,SCD,Energy Efficiency,,Energy Storage,
